# Pathway	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0.00236062	0.000605179	0.000574721	0.00221326	0.000870907	0.00268292	0.00261077	0.00394777	0.000987554	0.00188074	0.0010587	0.00357556	0.00366469	0.000415934	0.0032427	0.0014304	0.000195132	0.000312574	0.00482579	0.000677374	0.000474258	0.0024446	0.00296359	0.00108351	0.000695103	0.000247941	0.00228865	0.00175678	0.000163192	0.00114072	0.00334382	0.00103342	0.000687139	0.00134894	0.00343982	0.00264631	0.00268809	0.000782213	0.00555943	0.00543102	0.00064857	0.00540572	0.00450279	0.00532357	0.00246454	0.00654759	0.00292802	0.00505837	0.00295062	0.00517928	0.000954812	0.0026904	0	5.74616e-05	0.00193229	0.00477558	0.00158165	0.00314558	0.0018905	0.00329269	0.00350287	0.00557689	0.00235944	0.00662795	0.00363575	0.00041504	0.00276655	0.0073464	0.00256579	0.00646556	0.0047015	0.00341176	0.0102705	0.00576519	0.00360538	0.00437381	0.00432257	0.0040549	0.00422582	0.00651298	0.0010657	0.00274675	0.00572575	0.00303057	0.00280802	0.000893815	0	0.00433497	0.00432367	0.00341232	0.00361705	0.00251241	0.00207284	0.000417353	0.00630491	0.00416776	0.0038056	0.00421925	0.000907049	0.00196541	0.00509204	0.00251259	0.00618881	0.00605911	0.00214432	0.00252936	0.00491544	0.0027248	0.000750745	0.00519026	0.00163291	0.00708122	0.00198243	0.00309424	0.00092304	0.00584658	0.00297899	0.00427459	0.00529821	0.0133692	0.00676617	0.00512776	0.00356237	0.00270584	0.000263972	0.00167635	0.00239378	0.00319399	0.00181657	0.0026592	0.00326502	0.00339264	0.00254456	0.00160593	0.00546602	0.00107628	0.00336987	0.00531079	0.00445594	0.00547176	0.00556529	0.00480577	0.00353109	0.0047828	0.000936369	0.00312748	0.0028629	0	0.00119415	0.000718633	0	0.000686463	0.00447351	0.00394188	0.00226341	0.0019492	0.00356221	0.00565884	0.00370734	0.00595387	0.00317938	0.00422345	0.00648426	0.00151716	0.00244918	0.00650911	0.00406564	0.00197374	0.00266004	0.00289932	0.0013147	0.00465014	0.00144858	0.00392017	0.00372675	0.00502341	0.00114548	0.000732616	0.00108405	0.00203299	0.00154664	0.00180839	0.000829241	0.00452073	0.00381498	0.00241245	0.00707134	0.00218436	0.00366335	0.00446095	0	0.00329161	0.00681529	0.00388113	0.000282387	0.00540197	0.0035373
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.00951241	0.0120129	0.0114111	0.00484008	0.011317	0.00550826	0.00441528	0.00617231	0.0103649	0.00838302	0.0103997	0.0102655	0.00726591	0.00890962	0.0122049	0.00630365	0.0121596	0.0118869	0.0103323	0.010837	0.0116249	0.00924449	0.0137534	0.0141918	0.0138558	0.0138601	0.0121998	0.0130035	0.0132699	0.0103382	0.00523379	0.0121241	0.00777306	0.00842249	0.0102819	0.00581169	0.00924482	0.011629	0.00819491	0.00761657	0.0130583	0.00795442	0.00795426	0.00846553	0.0053119	0.00758523	0.00840214	0.00812967	0.00697592	0.00748621	0.0161952	0.0123052	0.0157456	0.0173263	0.00687898	0.00553226	0.0126015	0.00726627	0.00941519	0.0104617	0.00574575	0.00657394	0.0139087	0.00482511	0.00403272	0.0144213	0.0145015	0.00803131	0.0097749	0.00718433	0.00896328	0.00455524	0.001215	0.00755167	0.00674115	0.00993605	0.0032021	0.00650705	0.00493676	0.00466538	0.00802236	0.00665596	0.00699225	0.0107316	0.00874672	0.00954054	0	0.011101	0.0108937	0.0145651	0.00989449	0.00987756	0.0118357	0.0109511	0.00618491	0.0106019	0.0115194	0.00379329	0.0138501	0.0103519	0.012787	0.0107536	0.00616363	0.00956689	0.0107284	0.00806668	0.00861383	0.00978038	0.0100296	0.00819953	0.0130695	0.00698248	0.0129401	0.00870026	0.0127131	0.00467332	0.00930133	0.00672716	0.00815108	0	0.00670551	0.00712594	0.00570925	0.0110003	0.0183613	0.0125553	0.00710222	0.0120733	0.00840704	0.00700341	0.00986929	0.00406769	0.00787842	0.0133319	0.00660614	0.00703274	0.00744494	0.00537233	0.00631355	0.00798763	0.00762629	0.00778412	0.00694084	0.0069848	0.0137166	0.00483391	0.0126534	0	0.0132349	0.0131404	0.0156655	0.0164972	0.0108116	0.0100638	0.011141	0.0102346	0.00448473	0.00278185	0.00604793	0.00321598	0.0117991	0.00689176	0.00216745	0.0117693	0.00632992	0.00549767	0.0101161	0.0122453	0.0103004	0.00554643	0.0110253	0.00967335	0.00883626	0.0103363	0.00757822	0.00783244	0.0120413	0.0118602	0.00979425	0.011153	0.0127301	0.00707208	0.011697	0.00619374	0.00640901	0.0103495	0.00635393	0.0107915	0.0109418	0.00586988	0	0.0101636	0.00597389	0.00961394	0.012065	0.00534673	0.011049
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00968604	0.0118489	0.011669	0.00492921	0.0111256	0.00545493	0.00445782	0.0057744	0.0101137	0.00796335	0.00988466	0.0101845	0.00698457	0.00910618	0.0124075	0.00593292	0.011695	0.0117925	0.0103272	0.0104735	0.0117626	0.00957151	0.0137369	0.014587	0.014109	0.0143502	0.0123791	0.0131014	0.0132063	0.0109964	0.00509912	0.0119662	0.00729117	0.00798209	0.00979849	0.00587051	0.0111597	0.0118839	0.00751526	0.00725417	0.0134917	0.0076583	0.00761514	0.0105134	0.00506493	0.00760268	0.00765676	0.00789455	0.00657286	0.00752254	0.0156309	0.0123667	0.0159309	0.0175468	0.00702211	0.00563296	0.0127986	0.00726959	0.00844014	0.0103519	0.00506623	0.00659978	0.0136999	0.00440556	0.00398721	0.0148926	0.0143778	0.00768272	0.00958703	0.00688852	0.00886041	0.00469465	0.00129253	0.00702566	0.00662176	0.00991907	0.00295223	0.00709364	0.00456284	0.00418554	0.00771922	0.0069465	0.00674278	0.0106849	0.00812183	0.01072	0	0.0108794	0.0106138	0.0144678	0.00999251	0.00956217	0.0120605	0.0108406	0.00635304	0.0103221	0.0116561	0.00378806	0.0148005	0.0103579	0.0124472	0.00991009	0.00596639	0.00923671	0.0108042	0.00860778	0.00861794	0.00926496	0.0095954	0.00806984	0.0131999	0.0070912	0.0130177	0.00899584	0.0132448	0.00454269	0.00969457	0.00668452	0.00780375	0	0.00637689	0.00706615	0.00555462	0.0110101	0.018121	0.0126407	0.00704377	0.0121367	0.00819144	0.00769253	0.0100983	0.00397951	0.00778323	0.0134967	0.00635582	0.00652882	0.00753534	0.00518819	0.00688762	0.00745001	0.00763442	0.00756908	0.00840594	0.00653154	0.0147219	0.00436061	0.0125056	0	0.013378	0.0131972	0.0164016	0.0174935	0.010736	0.0103077	0.0117297	0.00977653	0.00414875	0.00252331	0.0057013	0.00275877	0.0125464	0.00659781	0.00186914	0.0117065	0.00642521	0.00622526	0.0100068	0.012105	0.0104893	0.00538055	0.0114236	0.00946894	0.00856496	0.0102438	0.0077172	0.0075922	0.0127314	0.0124129	0.00957707	0.0119039	0.0132727	0.00688637	0.011766	0.00604755	0.00622559	0.0110604	0.00576276	0.0108788	0.0108176	0.00555531	0	0.0102556	0.00546752	0.00930384	0.0122069	0.00470132	0.0110512
ARO-PWY: chorismate biosynthesis I	0.0100788	0.0118364	0.0115509	0.00541531	0.0118193	0.00596245	0.00367725	0.00807811	0.0104908	0.0114348	0.0101918	0.0119141	0.0107204	0.0100829	0.0111757	0.00781237	0.0127924	0.0133578	0.0124587	0.0135169	0.0127205	0.00967916	0.0148976	0.014546	0.0129689	0.0126736	0.0127327	0.0135189	0.0136776	0.0117295	0.00639369	0.0134153	0.0122237	0.0110205	0.0107808	0.0064145	0.0115395	0.0153641	0.0105323	0.00987343	0.01321	0.0104695	0.0109392	0.0167424	0.00593534	0.0115655	0.0119421	0.00999853	0.0057252	0.0112218	0.0153747	0.0141573	0.0138475	0.0152318	0.00861663	0.00824988	0.0161155	0.00876273	0.0108392	0.0123488	0.00797331	0.00884878	0.0146036	0.00934564	0.00419671	0.0135756	0.0135058	0.0119829	0.0112915	0.0117875	0.0124095	0.00660182	0.0104854	0.0100677	0.0117949	0.0130344	0.0082172	0.00908374	0.0092917	0.00700427	0.0107476	0.0086211	0.0103973	0.0117406	0.0119992	0.0117155	0	0.0138232	0.0115009	0.0163848	0.0113682	0.0114001	0.0126733	0.0132514	0.0103681	0.0122112	0.0139823	0.00740063	0.0137029	0.0130207	0.012412	0.0112331	0.00876646	0.012244	0.0124444	0.0116806	0.0104082	0.0118239	0.0137404	0.0102636	0.0128805	0.0102503	0.0142348	0.0103423	0.013216	0.00836031	0.00954254	0.00924661	0.00935427	0.0109915	0.00987512	0.009932	0.00736255	0.0127822	0.0155988	0.0135619	0.00778853	0.014342	0.0119544	0.0109617	0.0135648	0.00565142	0.00977185	0.0134449	0.0103859	0.0088787	0.00878897	0.00789472	0.00789488	0.0115419	0.0101317	0.00963873	0.0100364	0.0089365	0.0144553	0.00784667	0.0139105	0	0.0135259	0.0141781	0.0148704	0.0171167	0.0122465	0.0118721	0.012225	0.0115027	0.00527611	0.0072163	0.00813981	0.0083736	0.0122796	0.00931731	0.0069314	0.0124219	0.006285	0.00955187	0.0128074	0.0130722	0.0109891	0.00589893	0.013042	0.0108616	0.00999389	0.0124394	0.00897278	0.00966168	0.011802	0.0124482	0.0105969	0.0114429	0.0126887	0.00889269	0.0118353	0.00842103	0.0115868	0.0108075	0.00930304	0.0108841	0.0110341	0.00790713	0	0.0109409	0.0106749	0.0130153	0.013206	0.00828023	0.0123034
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.00474736	0.00452879	0.00474927	0.00379603	0.00565644	0.00528415	0.00529063	0.00492981	0.00586533	0.00912945	0.00432151	0.00399192	0.00742688	0.00689404	0.00363831	0.00698245	0.00425581	0.00395207	0.00537564	0.00665812	0.0029713	0.00406294	0.00350814	0.00251877	0.00273219	0.00266565	0.00386864	0.00330379	0.00392993	0.00330066	0.0053427	0.00203735	0.010277	0.00871762	0.00427977	0.00481659	0.00412859	0.00625015	0.00597641	0.00637729	0.00235469	0.00657585	0.00651776	0.00233003	0.00499167	0.00535213	0.00637748	0.00605372	0.00639306	0.00541133	0.00389156	0.00376139	0.00240676	0.00205859	0.00426904	0.00499574	0.00302418	0.00525208	0.00861798	0.00388226	0.00523944	0.00715808	0.00397055	0.00761825	0.00529285	0.00187483	0.00271586	0.00517523	0.00354436	0.00446837	0.00587443	0.00615567	0.0110318	0.00512305	0.00452324	0.00426682	0.0117948	0.00540409	0.0112654	0.00576119	0.009824	0.00489396	0.00764731	0.00526483	0.00388718	0.00297263	0	0.00351027	0.00444772	0.00325704	0.00424268	0.00367923	0.00374978	0.00204611	0.00545128	0.0038138	0.00322534	0.00569846	0.00200555	0.003492	0.00413725	0.00487278	0.00798815	0.00416474	0.0038716	0.00254609	0.00497624	0.00743651	0.00943285	0.00530473	0.0040618	0.00689082	0.00277104	0.00463445	0.00288134	0.00552679	0.0044597	0.00624614	0.00689123	0.02304	0.00598142	0.00613767	0.00533875	0.00480148	0.00218965	0.00267558	0.00507884	0.00290112	0.00707237	0.00398809	0.00372341	0.0067683	0.00563543	0.00254545	0.00567321	0.0125877	0.0049404	0.00584534	0.005962	0.004249	0.00579324	0.00651124	0.00435496	0.00806999	0.00287169	0.0055863	0.00484558	0	0.00242212	0.00369155	0.00246784	0.00252889	0.00433095	0.005202	0.00304845	0.00575329	0.00630247	0.00490914	0.00523697	0.00699164	0.00350432	0.00567783	0.00725243	0.00425307	0.00486762	0.00578524	0.00481153	0.00333923	0.00361237	0.00477268	0.00203116	0.00530223	0.00739161	0.00539924	0.00427107	0.00687547	0.00301763	0.00306862	0.00495878	0.00310813	0.00276727	0.00442579	0.00572044	0.00520202	0.00370259	0.00271159	0.00749912	0.00403473	0.00425082	0.00687266	0	0.00378374	0.00637993	0.00266041	0.00491941	0.00720737	0.00421804
AST-PWY: L-arginine degradation II (AST pathway)	5.47737e-06	0	0	0.00107077	0	0.000716199	0.00146863	0.000189545	2.2615e-05	0	0	0	0	0	0	0.000625721	0	0	0	0	0	0.000103995	0	0	1.76693e-05	0	0	3.22728e-05	0	0	0.00070418	0.000184144	0	6.89902e-06	0	0.00126292	1.2719e-05	0	4.87636e-05	0	0.000119721	6.54944e-05	4.71541e-05	0	0.00197882	0	0	0.000102823	0.00130408	0	0	1.76907e-05	0	0	0.000989735	0.000400231	1.44837e-05	0.000274179	0	0.000141404	0.000789187	0.000319298	3.02513e-05	7.32628e-05	0.00245564	0	4.12537e-05	7.68505e-06	0.000114968	0	4.32315e-05	0.000815979	0	2.22821e-05	0	0	0	0.000208574	6.66165e-06	0.000160324	0	0.000414008	0.000107789	0	7.19081e-05	6.51302e-05	0	0	9.35711e-06	0	0	0.000156471	5.06074e-05	5.38574e-05	0	0	3.39018e-05	0.000456556	0	0	0	0	0.000157138	0	0.00031462	0	0	0	0	8.36657e-05	0	0	0	0.00024102	6.7515e-05	0.000358816	0.000272485	0.000188089	9.51836e-06	0	1.43031e-05	5.81792e-05	0.000852974	5.51373e-06	0	0.000102746	0.0010808	0	9.48392e-05	0.00416536	0	0.00115044	0.000197072	0.000168101	4.33241e-05	0	0.00028595	0.000444553	0.000304083	0	5.6407e-05	0.0001146	0.000295287	2.33149e-05	8.95326e-05	0.000718143	0	0	5.40766e-05	0	0	0	0	0	2.60372e-05	1.32606e-05	0.00142028	0.000557879	4.83855e-05	0.000171559	0	8.61769e-06	0.000659181	6.62789e-06	0.00175118	7.69284e-05	0	7.74927e-05	0	0.00117862	6.4126e-06	0	0	1.41591e-05	0.000170898	0	0	1.86538e-05	2.41583e-05	1.27619e-05	1.09635e-05	0.000589332	0	0.000402703	5.23477e-06	5.39525e-05	0	0.000236567	1.63678e-05	0.000365694	0	5.58988e-05	0	1.40002e-05	6.07494e-06	0.000365072	3.09235e-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.00120809	0.000271534	0.000627946	0.00344278	0.000796879	0.00395467	0.0035825	0.00306762	0.00123111	0.000690478	0.00094329	0.00187589	0.00168672	0	0.000229662	0.00321327	0.00084654	0.000138507	0.00152994	0.000881446	0.000575069	0.00211208	0.0016822	0.000621192	0.000873495	0.000176595	0.00134339	0.00144941	0.00022086	0.00147387	0.00436842	0.00148229	0.000649398	0.000772958	0.00273519	0.00360883	0.00330688	0.000805569	0.00287976	0.00143758	0.00170277	0.00309202	0.00431632	0	0.00399894	0.0018869	0.00116485	0.00238554	0.00389918	0.00292152	0.000569272	0.00169922	0	0.000124351	0.00355359	0.00378782	0.00100453	0.00347576	0.000725484	0.00205613	0.00523788	0.00368699	0.0013378	0.00313712	0.00409374	0.000934841	0.00211897	0.00218869	0.00221992	0	0.00344886	0.00438829	0.00389761	0.00290912	0.00155413	0.00197102	0.00172163	0.00392603	0.00135279	0.00404882	0.000539308	0.00430918	0.0042353	0.00300742	0.00281825	0.00195058	0	0.000869289	0.00105986	0.00164479	0.0018399	0.00231008	0.00167643	0.00150428	0.00274349	0.00280478	0.00198865	0.00477092	0.000663633	0.00123224	0.00234736	0.00204172	0.00360624	0.00135473	0.00214318	0.00396891	0.00200589	0.0012375	0.000403145	0.00208954	0.000367215	0.00213923	0.00125335	0.00313361	0.00128828	0.00412922	0.00373899	0.00332871	0.000716283	0	0.00331435	0.00239928	0.00435394	0.00214896	0.000761351	0.00178146	0.00335196	0.000949787	0.00218491	0.0061292	0.00160314	0.00493816	0.00337021	0.00170507	0.00455908	0.000528987	0.00373262	0.00413662	0.00389254	0.00167614	0.00261928	0.00147395	0.00304557	0.000691696	0.00113553	0.00532552	0.00164228	0	0.00136679	0.000594392	4.76266e-05	0.000249135	0.00144737	0.00171262	0.00109441	0.000817079	0.00469478	0.00501018	0.00435037	0.00335471	0.000926123	0.00311022	0.00544696	0.000760092	0.00289689	0.00269953	0.00185958	0.00186034	0.00176787	0.00336757	0.00154563	0.00158303	0.000867126	0.00274017	0.00326778	0.0032449	0.000688152	0.00115987	0.000949867	0.00115982	0.000910952	0.00332245	0.000615903	0.00405665	0.00121556	0.00180073	0.00320158	0.0023813	0.00260289	0.00336167	0	0.00181703	0.00101576	0.000730065	0.000556809	0.0055311	0.00239855
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.0098971	0.0127449	0.011976	0.00647688	0.0131025	0.00727731	0.0068819	0.00892894	0.0119979	0.0155568	0.0103275	0.00914375	0.00909998	0.0140029	0.00921717	0.0105825	0.0119074	0.0109575	0.0104616	0.0150169	0.00980153	0.00928012	0.00704722	0.00928273	0.0095455	0.0114383	0.00892118	0.00962841	0.0126787	0.0118369	0.00758977	0.00561713	0.0174483	0.014265	0.00844769	0.00775802	0.0112197	0.0142985	0.00811564	0.00893329	0.00875065	0.00877662	0.00642395	0.0129404	0.00600532	0.00621321	0.0115662	0.00575803	0.00716428	0.00883631	0.00768933	0.0079124	0.0104522	0.00975965	0.00640372	0.00830407	0.00612951	0.0085897	0.0130213	0.00762734	0.00640437	0.00718123	0.00628242	0.00830376	0.00748452	0.00971739	0.0091563	0.00746919	0.00806553	0.00807833	0.00684534	0.0078	0.00900474	0.00767172	0.0060225	0.0077096	0.0168635	0.00891122	0.016863	0.00844721	0.0170914	0.00802931	0.00780797	0.00981076	0.00670453	0.0107429	0	0.00838617	0.00697395	0.00872853	0.00947518	0.00708799	0.00848696	0.0146974	0.0118571	0.00844153	0.00927413	0.00907045	0.00968278	0.00931561	0.00985367	0.00850686	0.00688156	0.00825294	0.00617076	0.00862822	0.00973945	0.0126061	0.0145609	0.00805589	0.00970856	0.00872359	0.00860087	0.00856207	0.00966531	0.00825436	0.00917739	0.0072218	0.0103593	0.0134289	0.00898514	0.00859512	0.00654933	0.008493	0.00986511	0.00975225	0.00640724	0.0070525	0.0126549	0.00878206	0.00702931	0.00680283	0.00951863	0.00621425	0.00743478	0.0161221	0.00882866	0.00918399	0.00788916	0.00755327	0.00749993	0.00795245	0.00988686	0.0115731	0.00871935	0.0056075	0.00555806	0	0.0083087	0.0121562	0.0148907	0.0101122	0.00830418	0.00843843	0.00824593	0.0104445	0.00509277	0.00868907	0.00946256	0.0125145	0.0100525	0.0082575	0.00659137	0.0103534	0.00708383	0.0101612	0.00834173	0.00819074	0.0098984	0.00620455	0.00972699	0.00887027	0.0137374	0.00776334	0.00928265	0.00765806	0.00984298	0.0106168	0.0111284	0.0103338	0.00974184	0.0069248	0.0118733	0.00848915	0.00565559	0.00882563	0.00739769	0.00776734	0.0092477	0.0085094	0	0.00759339	0.0100571	0.00714011	0.0134199	0.0073855	0.00699759
CALVIN-PWY: Calvin-Benson-Bassham cycle	0.0106253	0.0111827	0.0104695	0.00573744	0.0101365	0.00644119	0.00592401	0.00712439	0.00801935	0.0110917	0.00899024	0.00640034	0.00517946	0.0113002	0.0095811	0.00832652	0.0095036	0.0100284	0.00797732	0.00831621	0.0110327	0.00926158	0.00711094	0.0109394	0.0103564	0.0119255	0.010083	0.00829654	0.0103033	0.00997374	0.00634228	0.00723397	0.00969009	0.00961063	0.00846655	0.00591712	0.00821812	0.00807802	0.00410785	0.00758987	0.0100751	0.00580332	0.00703612	0.01145	0.00604752	0.00558939	0.00743519	0.0066512	0.00615283	0.00724095	0.00609888	0.0085757	0.0113922	0.0105078	0.00609497	0.00783569	0.00704113	0.00722851	0.00905529	0.00704008	0.00585477	0.00581782	0.00678596	0.00656525	0.00520119	0.00831674	0.00845886	0.00427138	0.00665317	0.00554661	0.00636642	0.0067297	0.00730941	0.00596136	0.0044913	0.00636017	0.0105904	0.00800532	0.0111923	0.00729997	0.0108822	0.00732501	0.00485542	0.00825666	0.00575542	0.00840868	0	0.00800645	0.00703381	0.00760973	0.00723446	0.00686767	0.00772368	0.00668358	0.00895578	0.00544067	0.00599574	0.00735005	0.00655101	0.00972403	0.00576986	0.00695633	0.00564653	0.00649951	0.00773932	0.00699242	0.00888673	0.00901203	0.00763668	0.00766848	0.00992455	0.00555582	0.00825258	0.00845832	0.0100086	0.0073515	0.00760296	0.00698627	0.00672102	0	0.00451264	0.00721233	0.00592465	0.0100319	0.00917158	0.00882596	0.00678643	0.00863733	0.00808632	0.00684018	0.00584344	0.00592099	0.00815104	0.00863235	0.00675455	0.0106039	0.00726835	0.00641539	0.00693674	0.00629559	0.0063002	0.00637093	0.00867397	0.0073185	0.0106553	0.00623129	0.0106542	0	0.00982406	0.00848725	0.0140344	0.00823912	0.00653548	0.00944547	0.00830924	0.0054169	0.00534997	0.00527426	0.00789608	0.00805197	0.0109685	0.00899829	0.00609642	0.00939359	0.0071404	0.00714659	0.00483514	0.00835344	0.00905332	0.00740583	0.00753838	0.00722473	0.0105005	0.0078347	0.00741497	0.00640814	0.0107776	0.008902	0.00932795	0.00919447	0.00890342	0.00741977	0.0104891	0.00635886	0.00486747	0.00672727	0.00682517	0.00785334	0.00803764	0.00723662	0	0.00925504	0.00724239	0.00739178	0.00988095	0.00630878	0.00737669
CARNMET-PWY: L-carnitine degradation I	2.32643e-06	0	0	0.000204106	0	0.000353664	0.000392301	9.17426e-05	3.21011e-05	0	0	0	0	0	0	8.35041e-05	0	0	0	0	0	3.70329e-05	0	0	0	0	0	1.21777e-05	0	0	0.000144621	5.24773e-05	0	0	0	0.000264933	0	0	1.4971e-05	0	3.98505e-05	4.16255e-05	0	0	0.000231709	0	0	2.28885e-05	0.00031387	0	0	0	0	0	0.000244857	6.52601e-05	0	8.00554e-05	0	1.8195e-05	0.000100928	4.86954e-05	0	0	0.0006473	0	1.48618e-05	0	1.53257e-05	0	2.36549e-05	0.000224596	0	0	0	0	0	9.18146e-05	0	0	0	0.000161458	4.08439e-05	0	2.30742e-05	1.79044e-05	0	0	4.17344e-06	0	0	1.70119e-05	1.96014e-05	6.75865e-06	0	0	1.81398e-05	9.8451e-05	0	0	0	0	3.39516e-05	0	0.000220089	0	0	0	0	2.89011e-05	0	0	0	6.5585e-05	8.01468e-06	2.55371e-05	8.34106e-05	3.7955e-05	0	0	0	0	0.000128042	0	0	4.42333e-05	0.000160843	0	2.07477e-05	0	0	0	4.54565e-05	2.70314e-05	0	0	8.58408e-05	7.84323e-05	9.71867e-05	0	7.14796e-06	2.61692e-05	4.39812e-05	0	0	0.00016977	0	0	5.83086e-06	0	0	0	0	0	0	0	0.000317385	9.3748e-06	2.55873e-05	0	0	0	5.03602e-05	0	0.000295324	2.58942e-05	0	2.12043e-05	0	0.000308456	0	0	0	6.5251e-06	7.97325e-05	0	0	0	5.8813e-06	2.28447e-06	0	0.000212638	0	4.38952e-05	0	2.51824e-06	0	0.000159574	2.69492e-05	9.87294e-05	0	0	0	0	0	8.2856e-05	6.04117e-06
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0	0	0	1.06546e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41341e-06	0	0	4.72689e-05	9.38761e-05	0	0	2.35733e-05	0	0	0	0	0	0	0	0	0	0	2.47775e-05	0	0	0	0	0	0	6.20654e-05	0	0	9.99946e-05	0	2.12276e-05	0	0	2.40791e-05	0	0	1.0632e-05	0	3.52323e-06	0	0	0	5.85296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90685e-05	0	0	0	0	0	0	0	6.23966e-05	0	3.67572e-06	7.12187e-05	0.000141995	0	0	0	0	0	0	0	0	0	3.84457e-05	0	0	8.40251e-06	0	3.97066e-05	0.000136601	0.000174804	0	0	0	0	0	0.000158514	1.28319e-05	0	0	0	9.32941e-05	0	0	0	0	0	0	2.87441e-05	1.15433e-05	0	8.23028e-05	0	4.09434e-05	0	0	0	1.27899e-05	0	0	1.57446e-05	0	2.09932e-05	0	0	0	2.46501e-05	0.000198319	0	6.48527e-06	3.669e-05	0	2.48961e-05	0	0	0	0	0.000113556	1.92125e-05	0	0	0	0	0	0	0	9.5229e-06	0	0	2.32213e-05	0	0	0	0	0	0	0	0	0	0	0	2.14292e-05	0	0	0
