ko	name	level1	level2	level3	_feature_id
K10939	acfD; accessory colonization factor AcfD	09140 Cellular Processes	09145 Cellular community - prokaryotes	05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]	K10939
K10947	padR; PadR family transcriptional regulator, regulatory protein PadR	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K10947
K10972	allS; LysR family transcriptional regulator, transcriptional activator of the allD operon	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K10972
K10973	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K10973
K10974	codB; cytosine permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K10974
K10975	allP; allantoin permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K10975
K10984	PTS-Gam-EIIB, agaB; PTS system, galactosamine-specific IIB component [EC:2.7.1.-]	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K10984
K10985	PTS-Gam-EIIC, agaC; PTS system, galactosamine-specific IIC component	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K10985
K10986	PTS-Gam-EIID, agaD; PTS system, galactosamine-specific IID component	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K10986
K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11004
K11031	slo; thiol-activated cytolysin	09140 Cellular Processes	09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11031
K11041	eta; exfoliative toxin A/B	09160 Human Diseases	09171 Infectious diseases: Bacterial	05150 Staphylococcus aureus infection [PATH:ko05150]	K11041
K11050	ABC-2.CYL.A, cylA; multidrug/hemolysin transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11050
K11051	ABC-2.CYL.P, cylB; multidrug/hemolysin transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11051
K11065	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11065
K11066	E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	09180 Brite Hierarchies	09181 Protein families: metabolism	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K11066
K11068	hlyIII; hemolysin III	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02042 Bacterial toxins [BR:ko02042]	K11068
K11069	potD; spermidine/putrescine transport system substrate-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11069
K11070	potC; spermidine/putrescine transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11070
K11071	potB; spermidine/putrescine transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11071
K11072	potA; spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11072
K11073	potF; putrescine transport system substrate-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11073
K11074	potI; putrescine transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11074
K11075	potH; putrescine transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11075
K11076	potG; putrescine transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11076
K11085	msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11085
K11102	gltP, gltT; proton glutamate symport protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11102
K11103	dctA; aerobic C4-dicarboxylate transport protein	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11103
K11104	melB; melibiose permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11104
K11105	cvrA, nhaP2; cell volume regulation protein A	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11105
K11106	ttdT; L-tartrate/succinate antiporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11106
K11107	yfaE; ferredoxin	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K11107
K11139	hlyE, clyA, sheA; hemolysin E	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02042 Bacterial toxins [BR:ko02042]	K11139
K11144	dnaI; primosomal protein DnaI	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03032 DNA replication proteins [BR:ko03032]	K11144
K11145	K11145; ribonuclease III family protein [EC:3.1.26.-]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K11145
K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K11175
K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K11177
K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K11178
K11179	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	04122 Sulfur relay system [PATH:ko04122]	K11179
K11181	dsrB; dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]	09100 Metabolism	09102 Energy metabolism	00920 Sulfur metabolism [PATH:ko00920]	K11181
K11183	PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr	09130 Environmental Information Processing	09131 Membrane transport	02060 Phosphotransferase system (PTS) [PATH:ko02060]	K11183
K11184	chr, crh; catabolite repression HPr-like protein	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99981 Carbohydrate metabolism	K11184
K11189	PTS-HPR; phosphocarrier protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11189
K11191	PTS-Mur-EIIB, murP; PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.192]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K11191
K11192	PTS-Mur-EIIC, murP; PTS system, N-acetylmuramic acid-specific IIC component	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K11192
K11198	PTS-Mng-EIIA, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.195]	09130 Environmental Information Processing	09131 Membrane transport	02060 Phosphotransferase system (PTS) [PATH:ko02060]	K11198
K11199	PTS-Mng-EIIB, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.195]	09130 Environmental Information Processing	09131 Membrane transport	02060 Phosphotransferase system (PTS) [PATH:ko02060]	K11199
K11200	PTS-Mng-EIIC, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component	09130 Environmental Information Processing	09131 Membrane transport	02060 Phosphotransferase system (PTS) [PATH:ko02060]	K11200
K11201	PTS-Fru2-EIIA; PTS system, fructose-specific IIA-like component [EC:2.7.1.-]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11201
K11202	PTS-Fru2-EIIB; PTS system, fructose-specific IIB-like component [EC:2.7.1.-]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11202
K11203	PTS-Fru2-EIIC; PTS system, fructose-specific IIC-like component	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11203
K11206	NIT1, ybeM; deaminated glutathione amidase [EC:3.5.1.128]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11206
K11208	yncG; GST-like protein	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K11208
K11209	yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11209
K11216	lsrK; autoinducer-2 kinase [EC:2.7.1.189]	09140 Cellular Processes	09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11216
K11249	eamB; cysteine/O-acetylserine efflux protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11249
K11250	leuE; leucine efflux protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11250
K11258	ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]	09100 Metabolism	09101 Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	K11258
K11264	scpB, mmcD; methylmalonyl-CoA decarboxylase [EC:7.2.4.3]	09100 Metabolism	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	K11264
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	09100 Metabolism	09105 Amino acid metabolism	00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K11358
K11381	bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	09100 Metabolism	09101 Carbohydrate metabolism	00640 Propanoate metabolism [PATH:ko00640]	K11381
K11382	pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11382
K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K11391
K11392	rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K11392
K11472	glcE; glycolate oxidase FAD binding subunit	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K11472
K11473	glcF; glycolate oxidase iron-sulfur subunit	09100 Metabolism	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K11473
K11474	glcC; GntR family transcriptional regulator, glc operon transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11474
K11477	glcG; glc operon protein GlcG	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K11477
K11527	K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	09180 Brite Hierarchies	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K11527
K11529	gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]	09100 Metabolism	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K11529
K11530	lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]	09140 Cellular Processes	09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11530
K11531	lsrR; lsr operon transcriptional repressor	09140 Cellular Processes	09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11531
K11534	deoR; DeoR family transcriptional regulator, deoxyribose operon repressor	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11534
K11535	nupC; nucleoside transport protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11535
K11537	xapB; MFS transporter, NHS family, xanthosine permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11537
K11615	malR; two-component system, CitB family, response regulator MalR	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11615
K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11617
K11645	fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	09100 Metabolism	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K11645
K11685	stpA; DNA-binding protein StpA	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K11685
K11708	troC, mntC, znuB; manganese/zinc/iron transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11708
K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	09100 Metabolism	09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K11717
K11719	lptC; lipopolysaccharide export system protein LptC	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11719
K11720	lptG; lipopolysaccharide export system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K11720
K11732	pheP; phenylalanine-specific permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11732
K11733	lysP; lysine-specific permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11733
K11734	aroP; aromatic amino acid transport protein AroP	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11734
K11735	gabP; GABA permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11735
K11736	proY; proline-specific permease ProY	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11736
K11737	cycA; D-serine/D-alanine/glycine transporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11737
K11738	ansP; L-asparagine permease	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11738
K11739	nfrA; bacteriophage N4 adsorption protein A	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K11739
K11740	nfrB; bacteriophage N4 adsorption protein B	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K11740
K11741	sugE; quaternary ammonium compound-resistance protein SugE	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11741
K11742	mdtI; spermidine export protein MdtI	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11742
K11743	mdtJ; spermidine export protein MdtJ	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11743
K11744	tqsA; AI-2 transport protein TqsA	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K11744
K11745	kefC; glutathione-regulated potassium-efflux system ancillary protein KefC	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11745
K11746	kefF; glutathione-regulated potassium-efflux system ancillary protein KefF	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11746
K11747	kefB; glutathione-regulated potassium-efflux system protein KefB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11747
K11748	kefG; glutathione-regulated potassium-efflux system ancillary protein KefG	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11748
K11749	rseP; regulator of sigma E protease [EC:3.4.24.-]	09140 Cellular Processes	09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K11749
K11750	frsA; esterase FrsA [EC:3.1.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11750
K11751	ushA; 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K11751
K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	K11752
K11753	ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	K11753
K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:ko00790]	K11754
K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	09100 Metabolism	09105 Amino acid metabolism	00340 Histidine metabolism [PATH:ko00340]	K11755
K11784	mqnC; cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K11784
K11811	arsH; arsenical resistance protein ArsH	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K11811
K11891	impL, vasK, icmF; type VI secretion system protein ImpL	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K11891
K11903	hcp; type VI secretion system secreted protein Hcp	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K11903
K11904	vgrG; type VI secretion system secreted protein VgrG	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K11904
K11905	K11905; type VI secretion system protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K11905
K11906	vasD, lip; type VI secretion system protein VasD	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K11906
K11907	vasG, clpV; type VI secretion system protein VasG	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K11907
K11920	envY; AraC family transcriptional regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11920
K11921	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11921
K11922	mngR, farR; GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11922
K11924	mntR; DtxR family transcriptional regulator, manganese transport regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11924
K11925	sgrR; SgrR family transcriptional regulator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11925
K11926	crl; sigma factor-binding protein Crl	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K11926
K11927	rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K11927
K11928	putP; sodium/proline symporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11928
K11929	phoE; outer membrane pore protein E	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11929
K11930	torT; periplasmic protein TorT	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99981 Carbohydrate metabolism	K11930
K11931	pgaB; poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K11931
K11932	uspG; universal stress protein G	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99995 Signaling proteins	K11932
K11933	hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11933
K11934	ompX; outer membrane protein X	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11934
K11935	pgaA; biofilm PGA synthesis protein PgaA	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K11935
K11936	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K11936
K11937	pgaD; biofilm PGA synthesis protein PgaD	09140 Cellular Processes	09145 Cellular community - prokaryotes	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	K11937
K11938	cof; HMP-PP phosphatase [EC:3.6.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11938
K11939	rhtA; inner membrane transporter RhtA	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K11939
K11940	hspQ; heat shock protein HspQ	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K11940
K11941	mdoC; glucans biosynthesis protein C [EC:2.1.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K11941
K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K11991
K12056	traG; conjugal transfer mating pair stabilization protein TraG	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12056
K12065	traB; conjugal transfer pilus assembly protein TraB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12065
K12066	traK; conjugal transfer pilus assembly protein TraK	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12066
K12111	ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K12111
K12112	ebgC; evolved beta-galactosidase subunit beta	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K12112
K12113	ebgR; LacI family transcriptional regulator, ebg operon repressor	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K12113
K12132	prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	09180 Brite Hierarchies	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K12132
K12136	hyfA; hydrogenase-4 component A [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12136
K12137	hyfB; hydrogenase-4 component B [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12137
K12138	hyfC; hydrogenase-4 component C [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12138
K12139	hyfD; hydrogenase-4 component D [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12139
K12140	hyfE; hydrogenase-4 component E [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12140
K12141	hyfF; hydrogenase-4 component F [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12141
K12142	hyfG; hydrogenase-4 component G [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12142
K12143	hyfH; hydrogenase-4 component H	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K12143
K12144	hyfI; hydrogenase-4 component I [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12144
K12145	hyfJ; hydrogenase-4 component J [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12145
K12146	hyfR; hydrogenase-4 transcriptional activator	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K12146
K12147	msyB; acidic protein MsyB	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K12147
K12148	bssS; biofilm regulator BssS	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02048 Prokaryotic defense system [BR:ko02048]	K12148
K12149	dinI; DNA-damage-inducible protein I	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K12149
K12151	bhsA; multiple stress resistance protein BhsA	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02048 Prokaryotic defense system [BR:ko02048]	K12151
K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12152
K12203	dotB, traJ; defect in organelle trafficking protein DotB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12203
K12204	dotC, traI; defect in organelle trafficking protein DotC	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12204
K12205	dotD, traH; defect in organelle trafficking protein DotD	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12205
K12206	icmB, dotO; intracellular multiplication protein IcmB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12206
K12209	icmE, dotG; intracellular multiplication protein IcmE	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12209
K12213	icmK, traN, dotH; intracellular multiplication protein IcmK	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12213
K12214	icmL, traM, dotI; intracellular multiplication protein IcmL	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12214
