# features	HSM67VEO	CSM5MCUQ_P	CSM67UAU	CSM79HJM	CSM5FZ3T_P	CSM79HNO	HSM5MD4U_P	MSM5LLFG_P	HSM5MD87_P	HSM7J4HM	MSM5LLFK_P	MSM6J2K2	MSM9VZL5	MSM9VZMO	MSMA267V	PSM6XBVI	PSM7J4EF	MSM5LLHV_P	MSM79H5E	MSM5LLIS_P	MSM6J2JN	MSM6J2Q1	ESM5MEB7	HSM5MD57_P	MSM5LLIQ_P	MSM79H7C	HSM7J4LP	HSM5MD8P_P	CSM5MCV1_P	MSM79H8D	PSM6XBRK_TR	PSM6XBSE	HSM5MD8A_P	CSM5MCU4_P	HSM7J4JH	HSMA33IE	PSM7J199	CSM67U9H	ESM5MEEJ_P	PSM6XBSI	CSM6J2H9_P	HSM6XRQB	PSM6XBT3	PSM7J177	CSM7KORO	CSM5MCUG_P	ESM5GEYU_P	MSM5LLHR_P	ESM5GEYY_P	ESM5MEE2_P	ESM5MEA7_P	MSM6J2JZ	HSM6XRR5	CSM79HHO	HSM67VI3	HSM7CZ3A	ESM5MEDZ_P	HSM7J4J7	MSM5LLIC_P	HSM5MD62	HSM6XRUL	MSM9VZFL	HSM7J4NO	PSMA265X	CSM5MCXT	ESM5MEDN	MSM5LLDI	PSMA266U	HSM5MD82_P	MSM5LLH2_P	MSM9VZMM	MSM5LLDK	CSM5MCTZ_P	HSM7CZ2Z
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.5830567612976805	0.0	0.0	0.7894504362564156	0.0	0.47077895212546755	0.3361470240190997	0.0	0.5593732290607243	0.5351770196073468	0.17306530262241146	0.0	0.537314325124536	0.45811580614299713	0.5388559653039714	0.8104020643343232	0.0	0.0	0.0	1.1267922397768828	0.4904756203908837	0.44555703733655383	0.0	0.0	NaN	0.4800161167013707	NaN	0.25592670620313346	0.2773492877289397	0.45921746538027197	0.0	0.7540767860623115	0.0	0.3753470687571298	0.6517247290992073	0.0	0.16295014375689218	0.40369558938012895	0.45782465422417656	0.0	0.0	0.0	0.0	NaN	0.4406111349734643	0.4395693568052527	0.0	0.885025175093835	0.0	0.0	0.0	0.0	0.0	0.560845945971307	0.6987369771248817	0.4681373651984693	0.9034098748466819	0.2108255146039126	0.6182444190148334	0.0	0.24871136632015753	0.1489032449590196	0.3184074477546472	0.48982326310574237	0.6888509663670727	0.0	0.0	0.7805278985656756	0.0	0.4800251920398596	0.5503460427730731	0.5834488044671223	0.6164438588881224	0.0
PWY-7254: TCA cycle VII (acetate-producers)	NaN	0.0	NaN	NaN	NaN	0.3795875287268645	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-7268: cytosolic NADPH production (yeast)	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN
PWY-7269: mitochondrial NADPH production (yeast)	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	Inf	NaN	Inf	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	Inf	NaN	Inf	Inf	NaN	NaN	NaN	NaN	Inf	Inf	Inf	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	NaN
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	0.3357404118401941	0.0	1.1489469608402874	0.0	0.0	0.18614867877409863	1.2508837824180428	0.4887459952555713	0.09163919511713506	0.0	0.1675245387480088	0.0	0.35256600976071656	0.2705508377980263	0.0	1.7091091342672344	0.0	2.270143945934584	0.0	0.2509127305571791	0.44870161895877547	0.0	0.0	0.0	NaN	0.7058429290420499	NaN	0.0	0.3861610299344443	0.23625325820043988	0.0	0.6710373635516296	0.0	0.24406455282026493	0.3711868094003981	0.35140719880748883	0.3924100736672424	0.4519139707738902	0.0	0.9864713620601662	1.9032054015096318	1.038359849311926	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2200758543547351	0.3906032252015468	0.45593653664059774	0.6685426507511456	0.26522744083575345	0.1542380561446671	0.37923935001836645	0.5124437557247806	0.46475983206810173	0.6081284155422779	0.0	0.24651928245489593	0.31869803339168395	0.0	0.0	0.41701108439712375	3.2391112632610284	0.0	0.4515645852641693	0.0	0.0	0.0
PWY-7294: D-xylose degradation IV	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0.18155354713939043	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	0.1672171700587487	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	0.3530315788460124	0.0	NaN	NaN	0.0	NaN	NaN	NaN	0.0	0.3668389584547057	NaN	NaN	NaN	NaN	0.0	NaN	0.0	0.11182643060003619	0.0	0.0	NaN	NaN	0.0	NaN	0.4164797689870521	NaN	NaN	NaN	0.8719645169294271	0.0	0.0	NaN	0.0	NaN	0.0	0.0	0.5126661919223411	0.0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.06964424054719578	0.0	0.0	NaN	4.624222435059611	0.1365420575942218	0.0	NaN	0.0	NaN	Inf	0.0	0.7501012779099082	NaN	0.0	0.0	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	NaN	0.0	NaN	NaN	0.7500243881141938	0.0	0.0	0.0	0.0	0.0	NaN	2.7079917368132227	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	2.3414201867115065	0.0	0.0	NaN	5.930266575507618	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	NaN	0.0	NaN	0.0	NaN	0.0	NaN	1.0770638004123434	0.0	0.0	NaN	0.0	NaN	0.0
PWY-7316: dTDP-N-acetylviosamine biosynthesis	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	0.0	NaN	NaN	4.500714194284682	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	0.0	9.552820340940732	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	0.0	0.0	0.0	NaN	0.0	NaN	0.0	0.0	NaN	NaN	0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.7993738744778609	0.0	2.5737066655866325	0.0	0.6574079714288289	0.5831931653702013	3.8894206091814745	2.215418214447765	0.6581486371240938	0.0	1.3046235991274684	0.9236065654455023	0.8324834947650652	0.940061178515179	0.0	4.083564790160402	NaN	0.9426441686288017	0.0	2.4457928546520353	2.4023437467085276	0.5736513062053158	0.0	1.9214255738659534	NaN	1.6744294053771611	NaN	1.3813190224347236	0.0	1.1417143125458271	0.0	0.20897721679666378	1.8648965488685159	0.0	0.9979949550636683	1.1916840700194917	2.1471522560534293	0.0	0.7720214395044125	1.247671328728123	0.0	2.0001695616926107	0.0	NaN	1.5055651881278889	0.7871844774324286	1.50320495035621	2.395128320426852	0.0	0.0	0.0	0.0	0.7793892001975925	1.1227713806945419	1.3170975487933496	1.4749581287083822	0.9509814134452724	1.7032096131789323	1.1500655480995183	3.1135826418407047	1.9324488715556682	1.3240274468501498	1.0731872897773547	2.2911706174542945	0.7726169375718595	2.641679962646422	0.0	1.0115789516311375	0.0	0.5736681916438222	2.648981998064679	2.0715501033489994	0.7938150289635046	0.0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.0	0.0	0.0	0.0	NaN	0.5407096644323207	0.0	NaN	0.0	0.0	NaN	0.0	5.058686554273421	0.0	0.0	2.8801637638014976	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.9835424105968098	Inf	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Inf	0.0	0.9573058601295817	NaN	0.0	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	Inf	0.0	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	0.0	1.2145581568536072	0.0	NaN	NaN	NaN	0.0	0.0	0.16207705366936886	0.0	0.0	NaN	0.0	0.0	0.0	0.8675689029220275	NaN	0.0	0.0	0.8440891483836352	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0.3595752665725944	0.0	0.6046810668899748	0.3170238010344396	0.0	0.17427498808178052	0.0	0.24529447874696172	0.3115834903392908	0.5378778616835658	0.29971886766242545	0.19975251180898138	0.5166717320539861	0.3553006271268972	0.0	1.438244257904693	0.0	0.0	0.0	0.10480749934018392	0.34106778722238484	0.3642467809176501	0.708278780257577	0.7357170296428588	NaN	0.3374072948668727	NaN	0.2709510486317443	0.4063940670759224	0.4082701319703598	0.0	0.4178323772480406	0.0	0.0	0.2253901326035718	0.21957266866920072	0.15345246596390327	0.2566211574991509	0.0	0.0	0.25100920985972147	0.282928553602135	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2604965784574428	0.3198910019007377	0.21144238466236007	0.37416621891464513	0.3386631772830973	0.5395588899146261	0.16522163857216152	0.13187082736476996	0.3362662833382451	0.21429203972407987	0.1759787836284875	0.6891682599955966	0.17276354503804947	0.8826220327878997	0.0	0.0	0.5601602249455341	0.0	0.3179829901620323	0.16049573966886316	0.0	0.0	0.0
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	0.0	0.0	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	1.7444653208685346	0.0	0.0	2.795144228024666	0.0	NaN	1.28614382000605	0.0	8.015720278378412	3.659636652825433	NaN	3.040328201567029	3.2070671128437387	3.0624984529584496	2.4106370941845077	7.279723040013857	NaN	4.15520851507849	0.0	10.63223514147759	2.261313080738034	4.129163332360002	0.0	0.0	NaN	0.0	NaN	2.365659907834631	NaN	3.301413093181073	0.0	NaN	3.4277603818231306	0.0	1.4385413030535559	NaN	9.284529645290952	5.638130374444985	0.0	0.0	0.0	6.58758625124256	Inf	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	2.4363317385703542	4.722634410884548	2.1743682157773403	5.036493879309994	6.165875148118569	NaN	NaN	1.928554595569895	NaN	0.0	NaN	NaN	6.320512890166317	2.007431721327468	0.0	0.0	NaN	0.0	3.396706574702533	0.0	0.0	NaN	0.0
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.0	0.0	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	5.6673338951197305	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	Inf	0.0	0.0	NaN	2.474467425219063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-7385: 1,3-propanediol biosynthesis (engineered)	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.6807606078483737	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	0.0	Inf	NaN	NaN	NaN	NaN	NaN	9.558978869005264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	1.4778533038095683	0.0	0.0	0.0	0.0	1.3692105423262344	0.0	0.0	0.0	0.0	0.6287437280492795	0.0	0.6469910920061275	0.6793511221011993	0.0	0.7034611616422867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Inf	0.4586532291820883	NaN	0.0	1.9636695993651956	0.0	0.0	0.3504183330075486	0.9736375016566907	Inf	1.1006080120024893	0.6212124417561599	0.0	0.0	0.0	0.0	0.0	0.0	2.390443909634218	NaN	0.0	0.3531446964118751	0.0	0.0	0.2891520028509069	0.0	0.0	2.9483285184342343	5.952558425019402	1.115616913531305	1.0204790203506815	0.0	0.21965444326724842	2.7534404659694878	0.48170327760349835	0.0	0.43933659941860725	0.0	0.0	1.00847488375439	0.6588545981161323	0.0	0.0	0.3792971404856367	0.0	0.0	0.36802504639408806	0.504744877629051	0.0	0.0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
PWY-7392: taxadiene biosynthesis (engineered)	0.49518356092826815	0.0	0.0	0.754728306497556	1.081399210303756	NaN	0.0	0.0	0.7266056602620479	0.4133218676110186	0.9647662262776887	0.0	0.0	0.6381065520264855	0.0	0.4861888783927367	0.0	0.0	0.0	1.907995107418119	0.8157181138293794	0.7120287231222763	0.0	0.0	NaN	0.0	NaN	0.0	0.2307070040295247	0.5700325563067027	0.0	0.6676437576368449	0.0	0.0	NaN	0.22075964521572217	0.5211419990734996	0.0	1.184313712930101	0.0	0.0	0.0	0.0	NaN	0.6859934298167869	0.4648019513778216	0.0	0.0	0.0	0.6773997339020719	1.5581065994784797	0.0	0.0	0.0	0.0	0.5041497023540703	0.537235674251971	0.6165385691657221	0.45215087964680434	0.0	0.4139042161407689	0.7028663132119998	1.1608441016149593	0.46775379553991925	0.7572500606413467	0.0	NaN	0.2988548374709644	0.0	0.0	0.0	0.0	0.5918602872218506	NaN
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.5095333515678674	0.0	0.0	0.0	0.0	0.8803699867203848	0.0	0.0	0.4987922829632468	0.239793291126628	NaN	0.0	0.3403296767375117	0.7893619801083833	0.0	0.40509376567462685	0.0	0.0	0.0	0.56176045771172	0.0	0.3888726098641506	0.0	0.6290474851083883	NaN	0.14315733858539198	NaN	0.30802179795698714	0.47806555593277356	0.5366596057895442	0.0	0.7638611132225755	0.0	0.5852223343606426	0.0	0.0	0.5709723757039181	0.7596566038877473	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.2680869505125912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8250124086759404	0.7590251391194844	0.0	1.0798466743871702	0.45370395963757537	0.41556913043397803	0.0	0.4406167700123144	0.9806988450540435	0.0	0.5755830633135166	0.4745771910854912	0.0	0.0	1.0744729900375332	0.0	0.35602543086307537	1.2633042293942816	0.0	0.0	0.0
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-7431: aromatic biogenic amine degradation (bacteria)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWY-7446: sulfoquinovose degradation I	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN
PWY-7456: &beta;-(1,4)-mannan degradation	0.8252333932712015	0.0	0.0	0.0	0.0	0.4044654430385524	0.0	1.6355573805459092	1.3794997882791202	0.0	0.525039821564811	0.0	0.9682129074871787	0.49554519984513107	0.0	0.0	NaN	0.0	0.0	0.9730499207164768	2.435752761504713	1.2165177476700866	0.0	1.8211951139870335	NaN	1.8156066623417912	NaN	0.0	0.0	1.1868508148690768	0.0	0.3110911713426026	0.0	0.0	NaN	0.0	2.2670803468512704	0.0	0.7096813373970936	0.0	2.3950857975368387	0.0	0.0	NaN	1.721485002113349	0.0	1.8245644341545355	2.595204473846401	0.0	0.0	0.0	0.0	0.0	0.4337607170050168	0.0	1.658427202072509	0.7541040011654526	1.6388926253307932	0.8662838481156302	0.8863592433558836	2.0739018990801057	1.1683863259462663	0.9713676635052542	2.4578746978341655	0.6603319772523023	0.0	0.0	0.42535423401829764	0.0	0.0	1.5363709367168867	0.0	0.383055992711064	0.0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.848122678571751	0.41492326581321803	1.2814935538581453	0.44396226472590633	0.6087663753841756	0.5503242494406858	0.6655900275002056	0.0	0.4460997057808756	0.8291163476692952	0.059303158498444336	0.12632811943489505	0.4525466631452224	0.4402898820973529	0.0	0.5197326973830554	0.0	0.0	0.0	0.348848346932127	0.5593449830408184	0.6125977065722746	0.6711133392534092	0.38067983361005797	0.0	0.837401631027205	NaN	0.31064218680670347	0.5387552064237084	0.6984339888499964	0.0	0.30848866998966346	0.0	0.1271478359229142	0.0	0.17906246207851903	0.31685404750598417	0.42951816959150246	0.12764260326294932	0.0	0.44414863715726266	0.0	0.7210708335978467	NaN	0.7699739549361374	0.460888698439128	0.0	0.6266550298963285	0.495625105045052	0.0	1.457554979829058	0.0	0.24319235744348386	0.37828368465803486	0.7662291768789605	0.6553276350240009	0.3348482611910534	0.330552685454793	1.0191135311457868	0.550914867337338	0.5687055063860761	0.11817902146870723	0.5011681339022453	0.4890057876769594	0.4909284974472203	0.0	0.0	0.4832365298369466	0.0	0.4758082114438179	0.18015793352547352	0.0	0.529024525030529	0.0
PWY-7560: methylerythritol phosphate pathway II	0.6670925532768704	2.7782251841192815	1.3899587349553104	0.9490351956101023	1.045268548747988	0.8334649783246774	0.0	1.5888039083082905	0.7086938991150048	0.48826896638776307	1.0074341285182824	2.0832630655678863	0.0	1.5264352933475198	0.0	1.1689335111393488	0.0	1.612434023778489	0.0	2.4906620651957208	0.99524836042319	0.7619600527525401	0.0	2.129623752853291	NaN	0.0	NaN	0.0	1.2475780083103887	0.7049784070530616	0.0	0.7587421061727092	0.0	0.0	Inf	0.6063595406686195	1.2550701264202833	0.594262142831041	1.973887357204978	1.6561872327914156	0.0	0.9684948974834215	0.5135804674502644	NaN	0.7717563618979595	0.4788558594608947	0.43595710359651657	0.0	1.1094573869488764	0.7091265742917082	1.1453977933467918	1.11696495652655	0.0	0.0	1.4767837181272423	0.7320527939916386	0.6027849471566193	0.982858059287007	1.133409564673987	1.23223697993536	0.6649612519627891	1.361571430434309	1.2751875218976356	0.9413235334539026	0.8896685909060648	0.0	0.0	0.32213244155264087	0.0	0.9393847130329442	1.9715706469820893	1.2490022213114556	0.6234746118099307	0.0
PWY-7616: methanol oxidation to carbon dioxide	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN
PWY-7663: gondoate biosynthesis (anaerobic)	1.1502652808609262	2.5888623482590156	1.6398843207373746	0.8490039315677741	1.227119050499216	1.21742140359878	1.2904373901394472	1.4342493818567144	1.3574783530131997	0.6466600784191392	1.3366515657434264	0.5788849551274414	1.4930005904273012	0.9794366921431182	1.4592041348723537	0.796343007191005	0.0	1.9212690075545626	0.0	1.0537731345135382	1.9166138369276047	1.336444637807534	0.0	1.3976646500228707	Inf	1.4497947980745596	0.0	0.43208341631284825	2.002767423520087	1.1934416753476513	4.460351425924684	0.7221814044920807	1.068612822337007	1.4687523636969115	1.5789684909276844	0.9550098771657143	1.7459836471239476	0.578404341110901	1.1494875724830245	1.7014513527114252	0.532224608302606	2.3422322403069025	1.3911879985165168	NaN	1.2031525212503444	2.065824816759473	1.9713140515718637	1.7119639819505763	1.2517380140996477	0.9835763552587292	1.8446083291659956	0.9446315853652102	2.458263359632152	1.4230542431971291	1.3658322265314675	1.2463770732911654	0.4949959222085617	1.622305274468099	1.4398619564259838	1.8658837622052176	1.409146420790426	1.4325233146892897	1.3496854741631628	0.9671531438900948	1.4245670741305165	2.718929256054965	0.0	0.6738252072454236	3.2452777161635433	0.361208437363441	1.2504758105554472	0.7726290659447169	1.7421104908636784	0.0
PWY-7664: oleate biosynthesis IV (anaerobic)	1.4948507403969278	0.0	0.0	0.0	0.0	1.31713473100326	0.0	0.0	0.0	0.0	0.6421695541306829	0.0	0.6608886801973324	0.7268439204594527	0.0	0.7306489935916847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Inf	0.5056752326191615	NaN	0.0	1.8376631879881673	0.0	0.0	0.3546532950791941	1.7306786704072306	Inf	1.82789302950399	0.6174674529276167	0.0	0.0	0.0	0.0	0.0	0.0	2.3645037635418293	NaN	0.0	0.3748779660228604	0.0	0.0	0.29113021890047225	0.0	0.0	4.811887981464286	7.849007723535721	1.3841683528936517	1.1688294944355258	0.0	0.22119277421134517	2.855878281957518	0.4912151626274651	0.0	0.463149678987395	0.0	0.0	1.1289175909340077	0.7124299346781654	0.0	0.0	0.3872748348620493	0.0	0.0	0.3768764169768727	0.4911220972320256	0.0	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	NaN	0.0	NaN	NaN
