# Pathway	CSM67UGO_Abundance	CSM79HI3_Abundance	CSM79HP4_Abundance	ESM5ME9U_Abundance	HSM67VD2_Abundance	HSM6XRVK_Abundance	HSMA33OT_Abundance	MSM6J2RS_Abundance	MSM9VZMI_Abundance	PSM7J154_Abundance	PSM7J182_Abundance	PSMA264U_Abundance
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	8.59937e-05	0	0	0	0.000398075	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0.000806431	0	0	0	0	0	0.000534711
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_oleiciplenus	0.00123237	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000498644	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0.000452106	0	0	0	0.00186718	0	0.00154976	0	0	0.00420394	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.00017653	0	0	0	0	0	0.000859114	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00392123	0	0	0.0101618	0.00207133	0	0.00112301	0	0	0.00232238	0	0.000542578
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.0005194	0	0	0	0.00199233	0	0.00170142	0	0	0.0010176
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.000414597	0.000246384	0	0	0.000185952	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00390746	0.000806115	0	0	0	0.00504415	0.00107759
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00076087	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000458365	0	0	0.000430308	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	0	0	0	0	0	0	0.000544385	0	0.0022135	0	0	0
PWY-5675: nitrate reduction V (assimilatory)|unclassified	0	0	0	0	0	0	0.000183644	0	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II|g__Flavonifractor.s__Flavonifractor_plautii	0.00320902	0	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00201573	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0.0047313	0	0.00516119	0.000356758	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0	0	0.00112633	0	0	0	0.000247581	0	0.00130694	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000101323	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000896819	0	0	0.00237769	0	0	0	0	0	0.000757946
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000657771	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0.000291323	0.000694885	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000411605	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00297868	0	0	0	0.00354816	0	0.000834752	0	0	0	0	0.000487262
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0.00318563	0	0.00246156	0.0040102	0	0.000921785
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0.00079881	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00366843	0	0	0	0	0	0.000857843
PWY-5686: UMP biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.000756613	0	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000345581	0	0	0	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0.000296836
PWY-5686: UMP biosynthesis I|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0.00622173
PWY-5686: UMP biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000410156	0	0	0.000504192	0	0	0	0	0.00197002	0
PWY-5686: UMP biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0.000109337	0	0	0	0	0.00178776	0
PWY-5686: UMP biosynthesis I|unclassified	0	0	0.000374734	0	0	0	0	0	0	0	0	0
PWY-5690: TCA cycle II (plants and fungi)|g__Escherichia.s__Escherichia_coli	0	0.0032625	0	0	0	0	0	0	0.00172913	0	0	0
PWY-5690: TCA cycle II (plants and fungi)|unclassified	0	0	0	0	0	0	0.000752691	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_finegoldii	0	0	0.001474	0	0.00360652	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_putredinis	0.00378152	0	0.00161511	0	0	0	0.000572147	0	0.00244188	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0.000445832	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_caccae	0	0	0.000422773	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.0023093	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000128002	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000451389	0	0	0.00148362	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.00100239	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	7.65344e-05	0.000528708	0.00116463	0	0	0	0	9.10838e-05
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0.00359581	0.00110951	0	0.00096157	0	0	0	0	0.00026839
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000769524	0	0	0	0.0033883	0	0.00168067	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00152239	0.000663812	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.00229193	0
PWY-5695: inosine 5'-phosphate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00221639	0.000268333	0	0	0	0.0017568	0.000660561
PWY-5695: inosine 5'-phosphate degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.000826478	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.00124964	0	0	0	0	0.000413659
PWY-5695: inosine 5'-phosphate degradation|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000573313	0	0	0.000683995	0	0	0	0	0.00354791	0
PWY-5695: inosine 5'-phosphate degradation|unclassified	0	0.00023931	0.000862426	0	0	0	0.000451608	0	0	0	0	0.000660408
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	0	0	0	0	0	0	2.35737e-05	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00110055	0	0.00203219	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0.00185006	0	0.000327377	0	0	0	0.000297224	0	0	0.00246373	0	0.000531719
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000319288	0	0	0	0	0	0.00211563	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000314183	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.00011049
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0.000255841	0	0	0	0.00090595	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0.000247632	0	8.16088e-05	0	0	0.00184927	9.41494e-05	0	0	0	0	0.000165371
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0.000832566	0	0	0	0.00156231	0.000604445	0.0017953	0	0	0.00397973	0	0.000422197
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000234925	0	0.00023223	0	0	0	0.00110299	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.00183701	0	0	0.00355346	0.00151844	0	0.000436964	0	0.000869147	0.00133784	0	0.000594313
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00200864	0.00167532	0.000107566	0	0.000232019	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0.00111422	0	0	0	0	0	0	0	0	0.00361148	0
PWY-5973: cis-vaccenate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000511803	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0.000153317
PWY-5973: cis-vaccenate biosynthesis|unclassified	0	0	0.000932849	0	0	0	0	0	0.00178898	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00103987	0	0.00181938	0	0	0	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.0013588	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	0	0	0	0	0	0	0	0	0.00131023	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00230461	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00222119	0	0.00814391	0.000243464	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0.00265748	0	0.00145129	0	0	0	0.000367765	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.00121574	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000577159	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000380889	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000358337	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0.000380196	0	0	0	0	0.000255107
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000791254	0	0	0	0.00164781	0	0.00263175	0	0	0.000501559
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	6.48424e-05	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0.000151373	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.00152138	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00452863	0	0	0	0	0	0.00273356
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.0107602	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00120817	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000579814	0	0	0.000127316	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000442653	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000358464	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0.000799918	0	0	0.00082875	0	0	0	0	0.00486719	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0.00018467	0	0	0	0	0.00240375	0.000291442
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0.00101371	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0.000810418	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	0	0.000731186	0.00111358	0	0	0.000539986	0.000332398	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0.00225711	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_finegoldii	0	0	0.00194694	0	0.00721204	0.000263434	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_putredinis	0.00236711	0	0.00169	0	0	0	0.000323556	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0.000193569
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0.0010684	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.00010673	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.000145069
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.000808451	0	0	0.00174832	0	0	0	0	0	0.000727053
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.000820224	0	0	0	0	0	1.75298e-05
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0.000301824	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0.00109085	0	0.000366795	0	0	0	0	0.000318396
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0.000666356	0	0	0	0.00139064	0	0.0021711	0	0	0.000476562
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	5.35352e-05	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0.000146609	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0.00152823	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00469411	0	0	0	0	0	0.00277381
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.0102956	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00107674	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0.000560919	0	0	0.000121689	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000719235	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0.00431033
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000667316	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	5.01814e-05
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_intestinalis	0	0	0.00080832	0	0	0.000858733	0	0	0	0	0.00470907	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0.000179537	0	0	0	0	0.00230892	0.000277158
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0.000938026	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Veillonella.s__Veillonella_parvula	0	0.000738208	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	0	0.000845482	0.00109041	0	0	0.000605264	0.000388227	0	0	0	0.00181516	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.000396443	0	0.00242487	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0.00197759	0	0.00242196	0	0.0022072	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0.00136725	0	0.000933935	0	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0.000431639	0	0.000203674	0	0	0	3.64253e-05	0	0	0	0	0.000303942
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	9.64485e-05	0	0	0	0	0	0.000207174	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0.00217585	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000195683	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0.000292696
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.00112824	0	0	0.00406866	0	0	0	0	0	0.000988311
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_oleiciplenus	0.00017114	0	0	0	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.00170442	5.8237e-05	0	0	0	0	0.000149169
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0.000913036	0.000576731	0.000922815	0	0	0.00248921	0	0.000249895
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000736209	0	9.18624e-05	0	0	0	0.000880097	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.00275937	0	0	0	0.00193905	0	0.000554563	0	0.000636978	0.00118633	0	0.000599255
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.00113515	0	0.00168769	0	0	0	0.00300343	0	0.00436613	0.00428605	0	0.0014509
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00220725	0.0016723	7.08578e-05	0	0.000246881	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00279506	0	0	0	0	0	0.00242339
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00446103	0	0	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.00076846	0	0	0	0	0.000465507
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000227838	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.00061623	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	0	0	0.000538682	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0.000363534	0	0.00263032	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_finegoldii	0	0	0.0022619	0	0	0.000309744	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_putredinis	0.000973761	0	0.000717561	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	0.000936669	0	0.000185176	0	0	0	3.42889e-05	0	0	0.00192956	0	0.000306243
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0.000113366	0	0	0	0	0	0.000174241	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0.00209406	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0.000200174	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0.000681826	0	0.000298954
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0	0	3.04677e-05	0	0	0	0	0	0.000225908	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0.00103561	0	0	0.00373	0	0	0	0	0	0.000940385
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_oleiciplenus	0.000153206	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0	0	9.73955e-05	0	0	0.00170873	6.66875e-05	0	0	0	0	0.00020761
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	0.00104023	0	0	0	0.000912686	0.000715197	0.00138402	0	0	0.00425784	0	0.000267995
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0.000701844	0	7.88959e-05	0	0	0	0.000886383	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0.00243828	0	0	0	0.00167239	0	0.000543939	0	0.000605352	0.00103174	0	0.000602135
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.00178277	0	0.00171948	0	0	0	0.00426962	0	0.00408623	0.00545424	0	0.00246785
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.00236289	0.00176158	6.16378e-05	0	0.000218774	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0.00281601	0	0	0	0	0	0.00270108
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0.00417859	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0.000708605	0	0	0	0	0.000497406
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0.000382017	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0.000604053	0	0	0	0	0
