cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
629	Biotin	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.06222688613822326
630	10-Hydroxydecanoic acid	03420 Nucleotide excision repair [PATH:ko03420]	0.06222688613822326
631	Diaminopimelate	04812 Cytoskeleton proteins [BR:ko04812]	0.06222688613822326
632	Trigonelline	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.06222688613822326
633	Inosine	04146 Peroxisome [PATH:ko04146]	0.06229718469622355
634	2-Aminoisobutyrate	00053 Ascorbate and aldarate metabolism [PATH:ko00053]	0.06241999174178742
635	acetyl-carnitine	00633 Nitrotoluene degradation [PATH:ko00633]	0.0625015063344104
636	Biotin	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005];04138 Autophagy - yeast [PATH:ko04138]	0.0625015063344104
637	Acetoacetate;Phenylpyruvate	00600 Sphingolipid metabolism [PATH:ko00600];00908 Zeatin biosynthesis [PATH:ko00908]	0.0625015063344104
638	Caffeate	03019 Messenger RNA biogenesis [BR:ko03019]	0.0625015063344104
639	DHAP;Glyceraldehyde 3-phosphate	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.06258719825868667
640	10-Hydroxydecanoic acid	01501 beta-Lactam resistance [PATH:ko01501];04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06258719825868667
641	2-Methylmaleate	99992 Structural proteins	0.06262290709991628
642	Ribose phosphate	99983 Lipid metabolism	0.06263244624023517
643	Paraxanthine	00270 Cysteine and methionine metabolism [PATH:ko00270]	0.06263244624023517
644	Salicylate	00785 Lipoic acid metabolism [PATH:ko00785]	0.06263244624023517
645	4-Coumarate	00680 Methane metabolism [PATH:ko00680]	0.06274196681306872
646	Cinnamate	04122 Sulfur relay system [PATH:ko04122]	0.06274196681306872
647	Xanthine	00785 Lipoic acid metabolism [PATH:ko00785]	0.06274196681306872
648	CMP;AMP;UMP	05132 Salmonella infection [PATH:ko05132]	0.06315289149946818
649	Dimethylarginine	00531 Glycosaminoglycan degradation [PATH:ko00531]	0.06315289149946818
650	S-Adenosyl-L-methionine	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.06315289149946818
651	Dethiobiotin	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.06315289149946818
652	Cortisone	99981 Carbohydrate metabolism	0.06378816742056602
653	6-Carboxyhexanoate	01501 beta-Lactam resistance [PATH:ko01501];04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06378816742056602
654	Cytidine	99983 Lipid metabolism	0.06378816742056602
655	Uridine	00270 Cysteine and methionine metabolism [PATH:ko00270]	0.06378816742056602
656	Aspartate	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.06378816742056602
657	UMP	02010 ABC transporters [PATH:ko02010]	0.06386216108397051
658	N-Acetylglycine;3-(4-Hydroxyphenyl)Pyruvate;Tartrate	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.06389819535818698
659	Tetrahydrofolate	00531 Glycosaminoglycan degradation [PATH:ko00531]	0.06389819535818698
660	Trigonelline	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.06389819535818698
661	Indole-3-Acetate	00310 Lysine degradation [PATH:ko00310]	0.0640909244422923
662	Succinic Acid	99983 Lipid metabolism	0.06409299340138014
663	Maleamate	00190 Oxidative phosphorylation [PATH:ko00190]	0.06409299340138014
664	Adenine;Adenosine	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011];99988 Secondary metabolism	0.06412958565157417
665	Glutarate	00310 Lysine degradation [PATH:ko00310]	0.06412958565157417
666	3-Hydroxyoctanoic acid	99977 Transport	0.06412958565157417
667	Phenylacetaldehyde	99988 Secondary metabolism	0.06412958565157417
668	Taurine	03016 Transfer RNA biogenesis [BR:ko03016];00190 Oxidative phosphorylation [PATH:ko00190];03018 RNA degradation [PATH:ko03018]	0.06412958565157417
669	Adenosine	00194 Photosynthesis proteins [BR:ko00194]	0.06426658882543623
670	4-Hydroxybenzoate	00590 Arachidonic acid metabolism [PATH:ko00590]	0.0645115012748974
671	Itaconate	00680 Methane metabolism [PATH:ko00680]	0.0646238161545778
672	Pipecolate	00440 Phosphonate and phosphinate metabolism [PATH:ko00440];04122 Sulfur relay system [PATH:ko04122]	0.06469573177223768
673	Caffeate	03420 Nucleotide excision repair [PATH:ko03420]	0.06469573177223768
674	Butyric acid	99992 Structural proteins	0.06493814688376856
675	Cortisone	00790 Folate biosynthesis [PATH:ko00790]	0.06496485771802972
676	Nicotinamide Mononucleotide	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0.06500394732127959
677	2-Hydroxypyridine;Picolinate	02022 Two-component system [BR:ko02022]	0.0651743786282323
678	3-Methoxytyrosine;Oxoadipate	00190 Oxidative phosphorylation [PATH:ko00190]	0.0651743786282323
679	Benzyl Alcohol	00680 Methane metabolism [PATH:ko00680]	0.06584249640388433
680	Hypoxanthine	03070 Bacterial secretion system [PATH:ko03070]	0.06584249640388433
681	3-(2-Hydroxyphenyl)Propanoate	03070 Bacterial secretion system [PATH:ko03070]	0.06603674525146461
682	Methyglutarate	04122 Sulfur relay system [PATH:ko04122]	0.06619244693781833
683	3-Hydroxyoctanoic acid	99976 Replication and repair	0.06620332156033262
684	Glycerol 3-phosphate	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.06620768367804947
685	Nicotinamide Mononucleotide	01004 Lipid biosynthesis proteins [BR:ko01004]	0.06620768367804947
686	Succinic Acid	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	0.06626239334523416
687	6-Carboxyhexanoate	03019 Messenger RNA biogenesis [BR:ko03019]	0.06626239334523416
688	Decanoic acid	03016 Transfer RNA biogenesis [BR:ko03016]	0.06626239334523416
689	10-HAD	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.06626239334523416
690	GABA	03021 Transcription machinery [BR:ko03021]	0.06626239334523416
691	Cholate	04812 Cytoskeleton proteins [BR:ko04812]	0.06635874702526734
692	Gulonolactone	00785 Lipoic acid metabolism [PATH:ko00785];04013 MAPK signaling pathway - fly [PATH:ko04013]	0.06635874702526734
693	Crotonic acid	00600 Sphingolipid metabolism [PATH:ko00600];00908 Zeatin biosynthesis [PATH:ko00908]	0.06635874702526734
694	3-Methylglutaconate	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06635874702526734
695	cis-10-Nonadecenoic acid	00531 Glycosaminoglycan degradation [PATH:ko00531]	0.06635874702526734
696	Homocysteine	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.06635874702526734
697	3 Hydroxybenzyl Alcohol	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.06649584828079723
698	Oxoglutarate	03021 Transcription machinery [BR:ko03021]	0.06676164762372322
699	Urocanate	03021 Transcription machinery [BR:ko03021]	0.06676164762372322
700	Thymidine	02022 Two-component system [BR:ko02022]	0.06676164762372322
701	Galactose 1-Phosphate;Glucose 6-Phosphate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.06684158218666057
702	3-Amino-4-Hydroxybenzoate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.06684158218666057
703	Maleate;Acetoacetate;Phenylpyruvate	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.06697828079307129
704	Thiopurine S-Methylether	03070 Bacterial secretion system [PATH:ko03070]	0.06703131540164554
705	Maleamate	03400 DNA repair and recombination proteins [BR:ko03400]	0.06714944632796761
706	Glycerol 3-phosphate	03019 Messenger RNA biogenesis [BR:ko03019]	0.06730862812921594
707	3-Dehydroshikimate	00561 Glycerolipid metabolism [PATH:ko00561]	0.06730862812921594
708	O-Acetylserine	02010 ABC transporters [PATH:ko02010]	0.0675118888505821
709	Oxoproline	03021 Transcription machinery [BR:ko03021]	0.06755100047518342
710	N-Alpha-Acetyllysine	04621 NOD-like receptor signaling pathway [PATH:ko04621]	0.06759023865268428
711	Guaiacol	03420 Nucleotide excision repair [PATH:ko03420]	0.06759023865268428
712	N-Acetylglutamate;N-Methylglutamate	04146 Peroxisome [PATH:ko04146]	0.06795758618631824
713	AMP	04974 Protein digestion and absorption [PATH:ko04974];00510 N-Glycan biosynthesis [PATH:ko00510];04080 Neuroactive ligand-receptor interaction [PATH:ko04080];01501 beta-Lactam resistance [PATH:ko01501];04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06795758618631824
714	Sn-Glycero-3-Phosphocholine	04974 Protein digestion and absorption [PATH:ko04974]	0.06795758618631824
715	Crotonic acid	03400 DNA repair and recombination proteins [BR:ko03400]	0.06795758618631824
716	Tricosanoic acid	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.06795758618631824
717	Taurine	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.06808860747525178
718	Dimethylglycine	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.06819017898789775
719	Aspartate	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.06833649800683529
720	Guaiacol	03400 DNA repair and recombination proteins [BR:ko03400]	0.06848091017089757
721	Glycerol	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06854898143815227
722	Sorbate	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.06854898143815227
723	Indole-3-Acetate	99999 Others	0.06854898143815227
724	Lithocholate	99996 General function prediction only	0.06858932141791302
725	CMP	01004 Lipid biosynthesis proteins [BR:ko01004]	0.06860183699911815
726	Aspartate	00121 Secondary bile acid biosynthesis [PATH:ko00121]	0.06860183699911815
727	2,6-Dihydroxypyridine	99977 Transport	0.06863903742921311
728	Thymidine	04146 Peroxisome [PATH:ko04146]	0.06863903742921311
729	Deoxyguanosine	03021 Transcription machinery [BR:ko03021]	0.06880551659328349
730	Homocysteine;Trigonelline	99981 Carbohydrate metabolism	0.0688296823845572
731	2-Methylmaleate	00790 Folate biosynthesis [PATH:ko00790]	0.06888374930709297
732	3-Methoxytyramine	04122 Sulfur relay system [PATH:ko04122]	0.0689768046461432
733	cis-10-Nonadecenoic acid	00510 N-Glycan biosynthesis [PATH:ko00510];04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.06899858542917085
734	2-Aminoisobutyrate	02022 Two-component system [BR:ko02022]	0.06944082668809061
735	Galactarate	03016 Transfer RNA biogenesis [BR:ko03016]	0.06950746570696816
736	Sorbate	00340 Histidine metabolism [PATH:ko00340]	0.06950746570696816
737	Homocysteine;Trigonelline	03032 DNA replication proteins [BR:ko03032]	0.06953713233311001
738	Indole-3-Pyruvate	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	0.06954664288969055
739	Glycerol	02022 Two-component system [BR:ko02022]	0.06954664288969055
740	4-Acetamidobutanoate	00190 Oxidative phosphorylation [PATH:ko00190];03018 RNA degradation [PATH:ko03018]	0.06979935397268688
741	Adenine	00510 N-Glycan biosynthesis [PATH:ko00510]	0.069867045391811
742	Fructose-6-phosphate	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0.06988295709581002
743	Succinic Acid	00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]	0.0701362820285361
744	Itaconate	00561 Glycerolipid metabolism [PATH:ko00561]	0.0701362820285361
745	Epinephrine	99978 Cell growth	0.07022856061583742
746	Myo-Inositol	04112 Cell cycle - Caulobacter [PATH:ko04112]	0.07023692548098112
747	all-cis-4,7,10,13,16-Docosapentaenoic acid	00965 Betalain biosynthesis [PATH:ko00965]	0.07039257086090339
748	Glycolate	03420 Nucleotide excision repair [PATH:ko03420]	0.0704083656687144
749	N6-(Delta2-Isopentenyl)-Adenine	00190 Oxidative phosphorylation [PATH:ko00190]	0.07043560722767138
750	2-Hydroxypyridine;Picolinate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.07055036090781985
751	Myo-Inositol	03016 Transfer RNA biogenesis [BR:ko03016]	0.07055036090781985
752	Inosine	03070 Bacterial secretion system [PATH:ko03070]	0.07056495611718397
753	Ureidopropionate	04621 NOD-like receptor signaling pathway [PATH:ko04621];05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	0.0706192982010872
754	3-Hydroxyoctanoic acid	03016 Transfer RNA biogenesis [BR:ko03016]	0.0706546712088706
755	Galactarate	03400 DNA repair and recombination proteins [BR:ko03400]	0.07118099155058277
756	Glycerol	03400 DNA repair and recombination proteins [BR:ko03400]	0.0712473559876867
757	2-Phosphoglycerate	01004 Lipid biosynthesis proteins [BR:ko01004]	0.07178157151090399
758	NAD+	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.071801132761386
759	Uracil	99999 Others	0.071801132761386
760	Glucosamine-6-Phosphate	99998 Others	0.07184550061078403
761	9-Decenoic acid	02022 Two-component system [BR:ko02022]	0.07184550061078403
762	6-Carboxyhexanoate	00600 Sphingolipid metabolism [PATH:ko00600]	0.07184550061078403
763	3-Hydroxybenzaldehyde	99992 Structural proteins	0.07184550061078403
764	3-Hydroxyanthranilate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.07184550061078403
765	2-Aminoisobutyrate	00364 Fluorobenzoate degradation [PATH:ko00364]	0.07184550061078403
766	Taurine	04812 Cytoskeleton proteins [BR:ko04812]	0.07184550061078403
767	2 Deoxy D Glucose	00908 Zeatin biosynthesis [PATH:ko00908]	0.07184550061078403
768	Indole-3-Acetate	00362 Benzoate degradation [PATH:ko00362]	0.07184550061078403
769	Glutarate	00053 Ascorbate and aldarate metabolism [PATH:ko00053]	0.07197040053517789
770	N-Methylglutamate	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.0720324917516387
771	Propionyl-carnitine	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	0.07215648934303641
772	DHAP;Glyceraldehyde 3-phosphate	99994 Others	0.07226904823062874
773	Ophthalmate	99998 Others	0.07226904823062874
774	Thiopurine S-Methylether	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.07226904823062874
775	Glucosamine-6-Phosphate	00071 Fatty acid degradation [PATH:ko00071]	0.0723014788550884
776	2 Deoxy D Glucose	04812 Cytoskeleton proteins [BR:ko04812]	0.0723014788550884
777	Myristoleic acid	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.0723762420963801
778	Tricosanoic acid	99998 Others	0.07248320305649587
779	Thymidine	04122 Sulfur relay system [PATH:ko04122]	0.07248320305649587
780	3-Amino-4-Hydroxybenzoate	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.07250157230836182
781	Ribose phosphate	99994 Others	0.07273861714673142
782	2-Phosphoglycerate	03018 RNA degradation [PATH:ko03018]	0.07273861714673142
783	Picolinate	01501 beta-Lactam resistance [PATH:ko01501]	0.07273861714673142
784	Uridine	99996 General function prediction only	0.07273861714673142
785	Glucosamine-6-Phosphate	00633 Nitrotoluene degradation [PATH:ko00633]	0.07286603476218262
786	Methyl Vanillate;Oxalate	03036 Chromosome and associated proteins [BR:ko03036]	0.0733389843766529
787	Dihydrobiopterin	99976 Replication and repair	0.07338882154891581
788	3-(2-Hydroxyphenyl)Propanoate	01008 Polyketide biosynthesis proteins [BR:ko01008]	0.07344960952622996
789	5-Hydroxymethyluracil	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.07375232923284247
790	all-cis-4,7,10,13,16-Docosapentaenoic acid	00364 Fluorobenzoate degradation [PATH:ko00364]	0.07378385664660995
791	Propionyl-carnitine	01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	0.0738647912532805
792	Nicotinamide Mononucleotide	00510 N-Glycan biosynthesis [PATH:ko00510];04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.07388891183379563
793	Asparagine	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.0739107673348927
794	Xanthurenate	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.0739107673348927
795	Succinic Acid	05100 Bacterial invasion of epithelial cells [PATH:ko05100]	0.07395444155253336
796	Mesoxalate	00680 Methane metabolism [PATH:ko00680]	0.07450311972415026
797	all-cis-4,7,10,13,16-Docosapentaenoic acid	03070 Bacterial secretion system [PATH:ko03070]	0.0745901491323408
798	Acetoacetate;Phenylpyruvate	03420 Nucleotide excision repair [PATH:ko03420]	0.0745901491323408
799	Maleate	03016 Transfer RNA biogenesis [BR:ko03016]	0.07469275927223763
800	Glucose 6-Phosphate	99994 Others	0.07480584803098521
801	Glucuronolactone	00790 Folate biosynthesis [PATH:ko00790]	0.07485510929307972
802	Methylthioadenosine;Pterin	04812 Cytoskeleton proteins [BR:ko04812]	0.0749803889193636
803	Deoxyguanosine monophosphate	03036 Chromosome and associated proteins [BR:ko03036]	0.0749803889193636
804	acetyl-carnitine	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.0749803889193636
805	Biotin	00680 Methane metabolism [PATH:ko00680]	0.07504829562050433
806	Saccharate	00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]	0.07504829562050433
807	Epinephrine	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.07504829562050433
808	Thiopurine S-Methylether	03016 Transfer RNA biogenesis [BR:ko03016]	0.07504829562050433
809	Cinnamate	99981 Carbohydrate metabolism	0.07504829562050433
810	Hypoxanthine	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.07504829562050433
811	CMP	02010 ABC transporters [PATH:ko02010]	0.0753442064277968
812	2-Deoxy-D-Glucose 6-phosphate	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.0753442064277968
813	Biotin	00908 Zeatin biosynthesis [PATH:ko00908]	0.0753442064277968
814	Nonanoic acid	03036 Chromosome and associated proteins [BR:ko03036]	0.0753442064277968
815	Oxalate	00790 Folate biosynthesis [PATH:ko00790]	0.0753442064277968
816	NAD+	00561 Glycerolipid metabolism [PATH:ko00561]	0.07575957304968346
817	NAD+	03400 DNA repair and recombination proteins [BR:ko03400]	0.07575957304968346
818	Adenosine Diphosphate Ribose	01008 Polyketide biosynthesis proteins [BR:ko01008]	0.07575957304968346
819	2-Phosphoglycerate;Phosphoserine	00600 Sphingolipid metabolism [PATH:ko00600]	0.07575957304968346
820	Xanthurenate	03420 Nucleotide excision repair [PATH:ko03420]	0.07575957304968346
821	Saccharate	03016 Transfer RNA biogenesis [BR:ko03016]	0.07575957304968346
822	Methyl Vanillate	99976 Replication and repair	0.07575957304968346
823	6-Hydroxynicotinate	00680 Methane metabolism [PATH:ko00680]	0.07575957304968346
824	Lignoceric acid	99983 Lipid metabolism	0.07575957304968346
825	Melatonin	04122 Sulfur relay system [PATH:ko04122]	0.07581307638333742
826	Malonate	99996 General function prediction only	0.07581307638333742
827	N-Methylaspartate	00561 Glycerolipid metabolism [PATH:ko00561]	0.07581307638333742
828	3,4 Dihydroxymandelate	00680 Methane metabolism [PATH:ko00680]	0.07621037470886743
829	Itaconate	00908 Zeatin biosynthesis [PATH:ko00908]	0.07621037470886743
830	Indole-3-Acetate	03420 Nucleotide excision repair [PATH:ko03420]	0.07621037470886743
831	Urocanate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.07642891756536078
832	UMP	01004 Lipid biosynthesis proteins [BR:ko01004]	0.07675771636225369
833	Diethanolamine	00190 Oxidative phosphorylation [PATH:ko00190]	0.07691657923002693
834	Dopamine	00785 Lipoic acid metabolism [PATH:ko00785]	0.07691657923002693
835	SAICAr	03440 Homologous recombination [PATH:ko03440]	0.0773707757579113
836	Phenylpyruvate	02022 Two-component system [BR:ko02022]	0.0773707757579113
837	6-Hydroxynicotinate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.0773707757579113
838	6-Hydroxynicotinate	03400 DNA repair and recombination proteins [BR:ko03400]	0.0773707757579113
839	Raffinose	03021 Transcription machinery [BR:ko03021]	0.0773707757579113
840	D-Pinitol	99999 Others	0.0773707757579113
841	Thymidine	00364 Fluorobenzoate degradation [PATH:ko00364]	0.07755286660130804
842	Indole-3-Acetate	00194 Photosynthesis proteins [BR:ko00194];00364 Fluorobenzoate degradation [PATH:ko00364]	0.077608391961652
843	O-Acetylserine	00310 Lysine degradation [PATH:ko00310];00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	0.07792734254856913
844	Ophthalmate	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471];03420 Nucleotide excision repair [PATH:ko03420]	0.07818246053828538
845	Kynurenate	00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.07819346170826812
846	4-Acetamidobutanoate	03019 Messenger RNA biogenesis [BR:ko03019]	0.07821241527840472
847	Sn-Glycero-3-Phosphocholine	00600 Sphingolipid metabolism [PATH:ko00600];00908 Zeatin biosynthesis [PATH:ko00908]	0.07821241527840472
848	Linoleic acid;Oleic acid	99999 Others	0.07846097826682953
849	4-Pyridoxate	00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.07846097826682953
850	Thiopurine S-Methylether	04080 Neuroactive ligand-receptor interaction [PATH:ko04080]	0.07846097826682953
851	Asparagine	99988 Secondary metabolism	0.07846102883086921
852	Citramalate	99998 Others	0.07861177617555319
853	Succinic Acid	99999 Others	0.07874400330730547
854	Itaconate	02022 Two-component system [BR:ko02022]	0.07881163233513866
855	2-Aminophenol	03019 Messenger RNA biogenesis [BR:ko03019]	0.07881163233513866
856	Allothreonine;Maleimide	03400 DNA repair and recombination proteins [BR:ko03400]	0.07881163233513866
857	3-(2-Hydroxyphenyl)Propanoate	99977 Transport	0.07893552731964194
858	Myo-Inositol	02010 ABC transporters [PATH:ko02010]	0.07903610443977153
859	Methyl 4-Aminobutyrate	99974 Translation	0.07916091493313276
860	Indole-3-Acetate	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	0.07957674166879611
861	Didecanoyl-Glycerophosphocholine	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.0797899916335161
862	Guaiacol	00785 Lipoic acid metabolism [PATH:ko00785]	0.0797899916335161
863	Maleamate	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.0797899916335161
864	Glutarate	01008 Polyketide biosynthesis proteins [BR:ko01008]	0.07998126328456041
865	all-cis-4,7,10,13,16-Docosapentaenoic acid	05132 Salmonella infection [PATH:ko05132]	0.07998126328456041
866	Sn-Glycero-3-Phosphocholine	99994 Others	0.07998126328456041
867	Ophthalmate	02026 Biofilm formation - Escherichia coli [PATH:ko02026]	0.07998126328456041
868	Epinephrine	00600 Sphingolipid metabolism [PATH:ko00600]	0.07998126328456041
869	Cinnamate	04013 MAPK signaling pathway - fly [PATH:ko04013]	0.07998126328456041
870	Uracil	99992 Structural proteins	0.07998126328456041
871	Sedoheptulose-7-phosphate	03440 Homologous recombination [PATH:ko03440]	0.08010753386763556
872	Creatinine	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	0.08010753386763556
873	O-Acetylserine	00790 Folate biosynthesis [PATH:ko00790]	0.08019199735286996
874	Shikimate	03018 RNA degradation [PATH:ko03018]	0.08019199735286996
875	N-Acetylputrescine	03021 Transcription machinery [BR:ko03021]	0.08019199735286996
876	Crotonic acid	00340 Histidine metabolism [PATH:ko00340]	0.08019199735286996
877	N-Acetylserotonin	03400 DNA repair and recombination proteins [BR:ko03400]	0.08030866034505282
878	Inosine	99998 Others	0.08030866034505282
879	Succinic Acid	03110 Chaperones and folding catalysts [BR:ko03110]	0.08034109265717188
880	O-Succinyl-Homoserine	00340 Histidine metabolism [PATH:ko00340]	0.08041323523997816
881	Glucosamine-6-Phosphate	00590 Arachidonic acid metabolism [PATH:ko00590]	0.08061928919506683
882	3,4-Dihydroxybenzoate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.08064706133058945
883	Arachidonic acid	99979 Unclassified viral proteins	0.08100794254451012
884	Buthionine-sulfoximine	03420 Nucleotide excision repair [PATH:ko03420]	0.0811710882501328
885	2-Acetamido-2-Deoxy-Beta-D-Glucosylamine	03036 Chromosome and associated proteins [BR:ko03036]	0.0811710882501328
886	Glucuronolactone	99976 Replication and repair	0.08119280218237744
887	Lithocholate	04621 NOD-like receptor signaling pathway [PATH:ko04621]	0.08145708940698969
888	N-Formylglycine	04138 Autophagy - yeast [PATH:ko04138]	0.08145708940698969
889	Methylthioadenosine	00340 Histidine metabolism [PATH:ko00340]	0.08178587071856165
890	2-Phosphoglycerate	00194 Photosynthesis proteins [BR:ko00194]	0.0818470369054334
891	Inosine	99996 General function prediction only	0.0818470369054334
892	Glucosaminate	03019 Messenger RNA biogenesis [BR:ko03019]	0.08194826091675893
893	Paraxanthine	99997 Function unknown	0.08198810221970966
894	Omega-Hydroxydodecanoate	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.08198810221970966
895	cis-7,10,13,16-Docosatetraenoic acid	00965 Betalain biosynthesis [PATH:ko00965]	0.0820600182742541
896	AMP	05133 Pertussis [PATH:ko05133]	0.08214063802167189
897	Creatine	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	0.08223109727469279
898	Homocysteine	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08223383243013069
899	N-Acetyl-L-glutamine	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08233554919149075
900	Adenosine Diphosphate Ribose	01003 Glycosyltransferases [BR:ko01003]	0.08251586278077558
901	Taurine	00750 Vitamin B6 metabolism [PATH:ko00750]	0.08251586278077558
902	3-Amino-4-Hydroxybenzoate	00680 Methane metabolism [PATH:ko00680]	0.08255180354415927
903	N-Methylglutamate	02060 Phosphotransferase system (PTS) [PATH:ko02060]	0.08276903098086105
904	Methyl Vanillate	03030 DNA replication [PATH:ko03030]	0.08276903098086105
905	Quinoline	03013 RNA transport [PATH:ko03013]	0.08303346524180227
906	Caffeate	03400 DNA repair and recombination proteins [BR:ko03400]	0.08303346524180227
907	N-Acetyl-L-glutamine	02010 ABC transporters [PATH:ko02010]	0.08319511817510557
908	13Z,16Z-docosadienoic acid	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	0.08325784092231729
909	Histidine	03018 RNA degradation [PATH:ko03018]	0.08328168735367161
910	10-HAD	99977 Transport	0.08328739072885154
911	2-Phosphoglycerate	00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]	0.08330279340789659
912	3-Hydroxymethylglutarate	00362 Benzoate degradation [PATH:ko00362]	0.08330279340789659
913	3-Hydroxyoctanoic acid	00561 Glycerolipid metabolism [PATH:ko00561]	0.08332784176986575
914	Protoporphyrin	00053 Ascorbate and aldarate metabolism [PATH:ko00053]	0.08343601241774781
915	Deoxyguanosine monophosphate	00600 Sphingolipid metabolism [PATH:ko00600]	0.08343601241774781
916	Maleate	00340 Histidine metabolism [PATH:ko00340]	0.08343601241774781
917	Orotate	00362 Benzoate degradation [PATH:ko00362]	0.08343601241774781
918	Oleoyl-Glycerol	99978 Cell growth	0.08350247915274553
919	Glucose	03018 RNA degradation [PATH:ko03018]	0.08350247915274553
920	Itaconate	03016 Transfer RNA biogenesis [BR:ko03016]	0.08359018787551396
921	Lithocholate	99999 Others	0.08374277068661305
922	Cis-4-Hydroxy-D-Proline	00531 Glycosaminoglycan degradation [PATH:ko00531]	0.08374277068661305
923	2-Phosphoglycerate	03440 Homologous recombination [PATH:ko03440]	0.0839733250403729
924	3-(4-Hydroxyphenyl)Pyruvate;Tartrate	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	0.08398663030161538
925	N-Acetylasparagine	00620 Pyruvate metabolism [PATH:ko00620]	0.08403118011480651
926	Oleic acid	99977 Transport	0.08409005542104037
927	NAD+	99992 Structural proteins	0.08409291605653336
928	Xanthosine	03018 RNA degradation [PATH:ko03018]	0.08412478000231564
